Libro,Capitulo,Versiculo,Hebreo_Limpio,Traduccion,Conceptos_Matriz
Proverbs,6,9,עדמתי עצל&thinsp;<small></small>&thinsp;תשכב מתי תקום משנתך,"How long will you lie there, lazybones;When will you wake from your sleep?",Ninguno
Proverbs,6,10,מעט שנות מעט תנומות מעט&thinsp;<b></b> חבק ידים לשכב,"A bit more sleep, a bit more slumber,A bit more hugging yourself in bed,",Ninguno
Proverbs,6,11,"ובאכמהלך ראשך ומחסרך כאיש מגן&nbsp;<span class=""mam-spi-pe"">{פ}</span><br>","And poverty will come calling upon you,bcalling upon you Meaning of Heb. uncertain. And want, like a man with a shield.",Ninguno
Proverbs,6,12,אדם בליעל איש און הולך עקשות פה,"A scoundrel, an evil manLives by crooked speech,",Ninguno
Proverbs,6,13,"קרץ <span class=""mam-kq-trivial"">בעינו</span> מלל <span class=""mam-kq-trivial"">ברגלו</span> מרה באצבעתיו","Winking his eyes,Shuffling his feet,Pointing his finger.",Ninguno
Proverbs,6,14,"תהפכות&thinsp;<b></b> בלבו חרש רע בכלעת <span class=""mam-kq""><span class=""mam-kq-k"">(מדנים)</span> <span class=""mam-kq-q"">[מדינים]</span></span> ישלח",Duplicity is in his heart;He plots evil all the time;He incites quarrels.,Ninguno
Proverbs,6,15,"עלכן פתאם יבוא אידו פתע ישבר ואין מרפא&nbsp;<span class=""mam-spi-pe"">{פ}</span><br>",Therefore calamity will come upon him without warning;Suddenly he will be broken beyond repair.,Ninguno
Proverbs,6,16,"ששהנה שנא יהוה ושבע <span class=""mam-kq""><span class=""mam-kq-k"">(תועבות)</span> <span class=""mam-kq-q"">[תועבת]</span></span> נפשו","
GOD
 hates six things—And abominates seven:",Ninguno
Proverbs,6,17,עינים רמות לשון שקר וידים שפכות דםנקי,"A haughty bearing,A lying tongue,Hands that shed innocent blood,",Ninguno
Proverbs,6,18,לב חרש מחשבות און רגלים ממהרות לרוץ לרעה,"A mind that hatches evil plots,Feet quick to run to evil,",Ninguno
Proverbs,6,19,"יפיח כזבים עד שקר ומשלח מדנים בין אחים&nbsp;<span class=""mam-spi-pe"">{פ}</span><br>","A false witness testifying lies,And one who incites siblings to quarrel.",Separación (Beyn)
Proverbs,6,20,נצר בני מצות אביך ואלתטש תורת אמך,"My son, keep your father’s commandment;Do not forsake your mother’s teaching.",Ninguno
Proverbs,6,21,קשרם עללבך תמיד ענדם עלגרגרתך,Tie them over your heart always;Bind them around your throat.,Ninguno
Proverbs,6,22,בהתהלכך&thinsp;<b></b> תנחה אתך בשכבך תשמר עליך והקיצות היא תשיחך,When you walk it will lead you;When you lie down it will watch over you;And when you are awake it will talk with you.,Ninguno
Proverbs,6,23,כי נר מצוה ותורה אור ודרך חיים תוכחות מוסר,"For the commandment is a lamp,The teaching is a light,And the way to life is the rebuke that disciplines.",Ninguno
Proverbs,6,24,לשמרך מאשת רע מחלקת לשון נכריה,"It will keep you from an evil woman,From the smooth tongue of a forbiddencforbidden Lit. “alien.” woman.",Ninguno
Proverbs,6,25,אלתחמד יפיה בלבבך ואלתקחך בעפעפיה,Do not lust for her beautyOr let her captivate you with her eyes.,Ninguno
Proverbs,6,26,"כי בעדאשה זונה עדככר<span class=""mam-implicit-maqaf""></span>לחם ואשת איש נפש יקרה תצוד&nbsp;<span class=""mam-spi-pe"">{פ}</span><br>",The last loaf of bread will go for a prostitute;A married woman will snare a person of honor.,Ninguno
Proverbs,6,27,היחתה איש אש בחיקו ובגדיו לא תשרפנה,Can anyone rake embers into their bosomWithout burning their clothes?,Ninguno
Proverbs,6,28,אםיהלך איש עלהגחלים ורגליו לא תכוינה,Can anyone walk on live coalsWithout scorching their feet?,Ninguno
Proverbs,6,29,כן הבא אלאשת רעהו לא ינקה כלהנגע בה,It is the same with the man who sleeps with his fellow’s wife;No one who touches her will go unpunished.,Ninguno
Proverbs,6,30,לאיבוזו לגנב כי יגנוב למלא נפשו כי ירעב,A thief is not held in contemptFor stealing to appease his hunger;,Ninguno
Proverbs,6,31,ונמצא ישלם שבעתים אתכלהון ביתו יתן,Yet if caught he must pay sevenfold;He must give up all he owns.,Ninguno
Proverbs,6,32,נאף אשה חסרלב משחית נפשו הוא יעשנה,He who commits adultery is devoid of sense;Only one who would destroy himself does such a thing.,Ninguno
Proverbs,6,33,נגעוקלון ימצא וחרפתו לא תמחה,He will meet with disease and disgrace;His reproach will never be expunged.,Ninguno
Proverbs,6,34,כיקנאה חמתגבר ולאיחמול ביום נקם,The fury of the husband will be passionate;He will show no pity on his day of vengeance.,Ninguno
Proverbs,6,35,"לאישא פני כלכפר ולאיאבה כי תרבהשחד&nbsp;<span class=""mam-spi-pe"">{פ}</span><br>","He will not have regard for any ransom;He will refuse your bribe, however great.",Ninguno
Proverbs,7,1,בני שמר אמרי ומצותי תצפן אתך,"My son, heed my words;And store up my commandments with you.",Ninguno
